Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2019 [YR2019]
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,2264.79114897645,5292.33985502306
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,680.911061879778,1767.072710621
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,3981.98343249582,11568.2533399824
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,7524.0271380091,10369.5553585271
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,2049.3453246655,3572.65918282222
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,440.538683980372,4405.33418162155
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,81789.0206522549,193746.785647412
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,476.02755082717,4347.54610314873
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,1627.06511911987,8749.02375172644
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1499.107421875,3508.09765625
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,327.12623979157,519.09255091362
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,196.619580625284,1425.98954241668
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2156.67590512714,4731.9210318831
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,2648.60152860938,10801.7705659635
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,223.830289183078,1203.14294706401
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,26225.1697734149,53554.9007491475
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,15329.7297200058,33411.3358835672
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13641.1027183822,42855.831861632
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,1017.3124434882,1958.62051528095
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,194.771959898935,561.691304349698
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,547.318298903379,3189.81286498516
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,1861.89899780644,6718.85826635458
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,24496.6652122421
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,38178.2368777076,76430.5889473338
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,9753.84755185404,19180.1864152801
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,642.338346499898,1390.41690981745
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,7798.07504193852,15846.7968470167
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,3975.09310275544,16477.9066268111
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,635.957919047725,2575.77274140393
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1736.11729210765,5821.18199548738
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1945.41338451698,7037.00803692604
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,1050.79273107952,3400.78949767074
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,4520.64100449111,15874.5220531254
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,11526.3720667968,23343.3628970034
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico (US),PRI,16192.1269719638,31830.5284993358
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,27535.182940934,66841.3623185691
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1659.92904910528,12909.6104013244
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,1771.59411621094,11447.701171875
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,251.86926386091,810.051412137354
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,1424.75240002471,4351.94234943706
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,37600.7077379601,46630.1443120725
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,529.089383412262,1935.2931816596
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,11714.5623675159,29566.7933827436
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,603.233162455158,1431.18128932159
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,974.725469278615,7755.632986437
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,8063.65500575169,19141.5118743615
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,143.743743239644,843.712517809977
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,23852.8389514753,65952.0378959293
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,34861.469528968
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,5421.6448441887,19406.0589683582
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,10135.7219109212,25814.1687167572
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,953.17190137706,2223.65890942466
GDP per capita (current US$),NY.GDP.PCAP.CD,"Somalia, Fed. Rep.",SOM,386.119274401275,539.954816211694
